,pos1,pos2,dis,path,relative_dir
2822,"(6, 4)","(17, 10)",17,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)], [(6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)]]","['right', 'down']"
2823,"(6, 4)","(18, 2)",14,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2)]]","['right', 'up']"
2824,"(6, 4)","(18, 6)",14,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6)]]","['right', 'down']"
2825,"(6, 4)","(18, 10)",18,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)], [(6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)]]","['right', 'down']"
2826,"(6, 4)","(19, 2)",15,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2)]]","['right', 'up']"
2827,"(6, 4)","(19, 3)",16,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2), (19, 3)]]","['right', 'up']"
2828,"(6, 4)","(19, 4)",17,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2), (19, 3), (19, 4)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4)]]",['right']
2829,"(6, 4)","(19, 5)",16,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 5)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5)]]","['right', 'down']"
2830,"(6, 4)","(19, 6)",15,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6)]]","['right', 'down']"
2831,"(6, 4)","(19, 7)",16,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 7)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7)]]","['right', 'down']"
2832,"(6, 4)","(19, 8)",17,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8)]]","['right', 'down']"
2833,"(6, 4)","(19, 9)",18,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8), (19, 9)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8), (19, 9)]]","['right', 'down']"
2834,"(6, 4)","(19, 10)",19,"[[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10)], [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10)], [(6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10)]]","['right', 'down']"
2835,"(6, 6)","(2, 2)",8,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)]]","['left', 'up']"
2836,"(6, 6)","(2, 3)",7,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3)]]","['left', 'up']"
2837,"(6, 6)","(2, 4)",6,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)]]","['left', 'up']"
2838,"(6, 6)","(2, 5)",5,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5)]]","['left', 'up']"
2839,"(6, 6)","(2, 6)",4,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6)]]",['left']
2840,"(6, 6)","(2, 7)",5,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7)]]","['left', 'down']"
2841,"(6, 6)","(2, 8)",6,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)]]","['left', 'down']"
2842,"(6, 6)","(2, 9)",7,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9)]]","['left', 'down']"
2843,"(6, 6)","(2, 10)",8,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10)]]","['left', 'down']"
2844,"(6, 6)","(3, 2)",9,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (3, 2)], [(6, 6), (5, 6), (4, 6), (4, 5), (4, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2)], [(6, 6), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2)]]","['left', 'up']"
2845,"(6, 6)","(3, 6)",3,"[[(6, 6), (5, 6), (4, 6), (3, 6)]]",['left']
2846,"(6, 6)","(3, 10)",9,"[[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 10)], [(6, 6), (5, 6), (4, 6), (4, 7), (4, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10)], [(6, 6), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10)]]","['left', 'down']"
2847,"(6, 6)","(4, 2)",8,"[[(6, 6), (5, 6), (4, 6), (4, 5), (4, 4), (5, 4), (5, 3), (5, 2), (4, 2)], [(6, 6), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2)]]","['left', 'up']"
2848,"(6, 6)","(4, 4)",4,"[[(6, 6), (5, 6), (4, 6), (4, 5), (4, 4)]]","['left', 'up']"
2849,"(6, 6)","(4, 5)",3,"[[(6, 6), (5, 6), (4, 6), (4, 5)]]","['left', 'up']"
2850,"(6, 6)","(4, 6)",2,"[[(6, 6), (5, 6), (4, 6)]]",['left']
2851,"(6, 6)","(4, 7)",3,"[[(6, 6), (5, 6), (4, 6), (4, 7)]]","['left', 'down']"
2852,"(6, 6)","(4, 8)",4,"[[(6, 6), (5, 6), (4, 6), (4, 7), (4, 8)]]","['left', 'down']"
2853,"(6, 6)","(4, 10)",8,"[[(6, 6), (5, 6), (4, 6), (4, 7), (4, 8), (5, 8), (5, 9), (5, 10), (4, 10)], [(6, 6), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10)]]","['left', 'down']"
2854,"(6, 6)","(5, 2)",7,"[[(6, 6), (5, 6), (4, 6), (4, 5), (4, 4), (5, 4), (5, 3), (5, 2)], [(6, 6), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2)]]","['left', 'up']"
2855,"(6, 6)","(5, 3)",6,"[[(6, 6), (5, 6), (4, 6), (4, 5), (4, 4), (5, 4), (5, 3)], [(6, 6), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3)]]","['left', 'up']"
2856,"(6, 6)","(5, 4)",5,"[[(6, 6), (5, 6), (4, 6), (4, 5), (4, 4), (5, 4)], [(6, 6), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4)]]","['left', 'up']"
2857,"(6, 6)","(5, 6)",1,"[[(6, 6), (5, 6)]]",['left']
2858,"(6, 6)","(5, 8)",5,"[[(6, 6), (5, 6), (4, 6), (4, 7), (4, 8), (5, 8)], [(6, 6), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8)]]","['left', 'down']"
2859,"(6, 6)","(5, 9)",6,"[[(6, 6), (5, 6), (4, 6), (4, 7), (4, 8), (5, 8), (5, 9)], [(6, 6), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9)]]","['left', 'down']"
2860,"(6, 6)","(5, 10)",7,"[[(6, 6), (5, 6), (4, 6), (4, 7), (4, 8), (5, 8), (5, 9), (5, 10)], [(6, 6), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10)]]","['left', 'down']"
2861,"(6, 6)","(6, 4)",4,"[[(6, 6), (7, 6), (7, 5), (7, 4), (6, 4)]]",
2862,"(6, 6)","(6, 8)",4,"[[(6, 6), (7, 6), (7, 7), (7, 8), (6, 8)]]",
2863,"(6, 6)","(7, 2)",5,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2)]]","['right', 'up']"
2864,"(6, 6)","(7, 3)",4,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3)]]","['right', 'up']"
2865,"(6, 6)","(7, 4)",3,"[[(6, 6), (7, 6), (7, 5), (7, 4)]]","['right', 'up']"
2866,"(6, 6)","(7, 5)",2,"[[(6, 6), (7, 6), (7, 5)]]","['right', 'up']"
2867,"(6, 6)","(7, 6)",1,"[[(6, 6), (7, 6)]]",['right']
2868,"(6, 6)","(7, 7)",2,"[[(6, 6), (7, 6), (7, 7)]]","['right', 'down']"
2869,"(6, 6)","(7, 8)",3,"[[(6, 6), (7, 6), (7, 7), (7, 8)]]","['right', 'down']"
2870,"(6, 6)","(7, 9)",4,"[[(6, 6), (7, 6), (7, 7), (7, 8), (7, 9)]]","['right', 'down']"
2871,"(6, 6)","(7, 10)",5,"[[(6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10)]]","['right', 'down']"
2872,"(6, 6)","(8, 2)",6,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2)]]","['right', 'up']"
2873,"(6, 6)","(8, 4)",4,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4)]]","['right', 'up']"
2874,"(6, 6)","(8, 8)",4,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8)]]","['right', 'down']"
2875,"(6, 6)","(8, 10)",6,"[[(6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10)]]","['right', 'down']"
2876,"(6, 6)","(9, 2)",7,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2)]]","['right', 'up']"
2877,"(6, 6)","(9, 4)",5,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4)]]","['right', 'up']"
2878,"(6, 6)","(9, 6)",9,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (9, 6)]]",['right']
2879,"(6, 6)","(9, 8)",5,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8)]]","['right', 'down']"
2880,"(6, 6)","(9, 10)",7,"[[(6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]]","['right', 'down']"
2881,"(6, 6)","(10, 2)",8,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2)]]","['right', 'up']"
2882,"(6, 6)","(10, 4)",6,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4)]]","['right', 'up']"
2883,"(6, 6)","(10, 5)",7,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5)]]","['right', 'up']"
2884,"(6, 6)","(10, 6)",8,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6)]]",['right']
2885,"(6, 6)","(10, 8)",6,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8)]]","['right', 'down']"
2886,"(6, 6)","(10, 10)",8,"[[(6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10), (10, 10)]]","['right', 'down']"
2887,"(6, 6)","(11, 2)",9,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2)]]","['right', 'up']"
2888,"(6, 6)","(11, 4)",7,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4)]]","['right', 'up']"
2889,"(6, 6)","(11, 5)",8,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5)], [(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5)]]","['right', 'up']"
2890,"(6, 6)","(11, 6)",9,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6)], [(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5), (11, 6)], [(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (11, 6)]]",['right']
2891,"(6, 6)","(11, 8)",7,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8)]]","['right', 'down']"
2892,"(6, 6)","(11, 10)",9,"[[(6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10)]]","['right', 'down']"
2893,"(6, 6)","(12, 2)",10,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2)]]","['right', 'up']"
2894,"(6, 6)","(12, 4)",8,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4)]]","['right', 'up']"
2895,"(6, 6)","(12, 6)",10,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (12, 6)], [(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5), (11, 6), (12, 6)], [(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (11, 6), (12, 6)]]",['right']
2896,"(6, 6)","(12, 8)",8,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)]]","['right', 'down']"
2897,"(6, 6)","(12, 10)",10,"[[(6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10)]]","['right', 'down']"
2898,"(6, 6)","(13, 2)",11,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2)]]","['right', 'up']"
2899,"(6, 6)","(13, 4)",9,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4)]]","['right', 'up']"
2900,"(6, 6)","(13, 8)",9,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8)]]","['right', 'down']"
2901,"(6, 6)","(13, 10)",11,"[[(6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10)]]","['right', 'down']"
2902,"(6, 6)","(14, 2)",12,"[[(6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2)], [(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 3), (14, 2)]]","['right', 'up']"
2903,"(6, 6)","(14, 3)",11,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 3)]]","['right', 'up']"
2904,"(6, 6)","(14, 4)",10,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4)]]","['right', 'up']"
2905,"(6, 6)","(14, 5)",11,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5)]]","['right', 'up']"
2906,"(6, 6)","(14, 6)",12,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6)], [(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6)]]",['right']
2907,"(6, 6)","(14, 7)",11,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7)]]","['right', 'down']"
2908,"(6, 6)","(14, 8)",10,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8)]]","['right', 'down']"
2909,"(6, 6)","(14, 9)",11,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 9)]]","['right', 'down']"
2910,"(6, 6)","(14, 10)",12,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 9), (14, 10)], [(6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10)]]","['right', 'down']"
2911,"(6, 6)","(15, 4)",11,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4)]]","['right', 'up']"
2912,"(6, 6)","(15, 6)",13,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6)], [(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6)]]",['right']
2913,"(6, 6)","(15, 8)",11,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8)]]","['right', 'down']"
2914,"(6, 6)","(16, 2)",14,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2)]]","['right', 'up']"
2915,"(6, 6)","(16, 3)",13,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3)]]","['right', 'up']"
2916,"(6, 6)","(16, 4)",12,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4)]]","['right', 'up']"
2917,"(6, 6)","(16, 6)",14,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6)], [(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6)]]",['right']
2918,"(6, 6)","(16, 8)",12,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8)]]","['right', 'down']"
2919,"(6, 6)","(16, 9)",13,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9)]]","['right', 'down']"
2920,"(6, 6)","(16, 10)",14,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10)]]","['right', 'down']"
2921,"(6, 6)","(17, 2)",15,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2)]]","['right', 'up']"
2922,"(6, 6)","(17, 4)",13,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4)]]","['right', 'up']"
2923,"(6, 6)","(17, 5)",14,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5)]]","['right', 'up']"
2924,"(6, 6)","(17, 6)",15,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6)], [(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6)], [(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6)], [(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6)]]",['right']
2925,"(6, 6)","(17, 7)",14,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7)]]","['right', 'down']"
2926,"(6, 6)","(17, 8)",13,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8)]]","['right', 'down']"
2927,"(6, 6)","(17, 10)",15,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)]]","['right', 'down']"
2928,"(6, 6)","(18, 2)",16,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2)]]","['right', 'up']"
2929,"(6, 6)","(18, 6)",16,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6)], [(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6)], [(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6)], [(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6)]]",['right']
2930,"(6, 6)","(18, 10)",16,"[[(6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)]]","['right', 'down']"
2931,"(6, 6)","(19, 2)",17,"[[(6, 6), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2)]]","['right', 'up']"
